Area Code,Date,Territory,Territory Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
603,1/3/2012,East,Small Territory,Colombian,Beans,Coffee,New Hampshire,Regular,$40 ,$70 ,$40 ,$110 ,$47 ,361,$72 ,$15 ,$26 ,$119 ,$46 
860,1/3/2012,East,Small Territory,Caffe Mocha,Beans,Espresso,Connecticut,Regular,$60 ,$80 ,$10 ,$140 ,$63 ,506,$87 ,$57 ,$0 ,$150 ,$87 
603,1/3/2012,East,Small Territory,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,$40 ,$60 ,$10 ,$100 ,$44 ,251,$63 ,$40 ,($7),$107 ,$70 
603,1/3/2012,East,Small Territory,Regular Espresso,Beans,Espresso,New Hampshire,Regular,$30 ,$40 ,$0 ,$70 ,$33 ,162,$42 ,$12 ,($4),$75 ,$46 
225,1/3/2012,South,Small Territory,Colombian,Beans,Coffee,Louisiana,Regular,$40 ,$60 ,$50 ,$100 ,$33 ,768,$49 ,$9 ,$29 ,$82 ,$20 
505,1/3/2012,South,Small Territory,Colombian,Beans,Coffee,New Mexico,Regular,$50 ,$90 ,$50 ,$140 ,$47 ,361,$72 ,$15 ,$26 ,$119 ,$46 
918,1/3/2012,South,Small Territory,Colombian,Beans,Coffee,Oklahoma,Regular,$50 ,$70 ,$50 ,$120 ,$43 ,613,$55 ,$14 ,$29 ,$98 ,$26 
318,1/3/2012,South,Small Territory,Caffe Latte,Beans,Espresso,Louisiana,Regular,$50 ,$70 ,$0 ,$120 ,$63 ,187,$87 ,$57 ,$1 ,$150 ,$86 
505,1/3/2012,South,Small Territory,Caffe Latte,Beans,Espresso,New Mexico,Regular,$20 ,$40 ,$10 ,$60 ,$33 ,36,$42 ,$12 ,($3),$75 ,$45 
405,1/3/2012,South,Small Territory,Caffe Latte,Beans,Espresso,Oklahoma,Regular,$70 ,$110 ,$80 ,$180 ,$89 ,94,$125 ,$27 ,$74 ,$214 ,$51 
318,1/3/2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Louisiana,Regular,$50 ,$90 ,$70 ,$140 ,$62 ,346,$105 ,$19 ,$63 ,$167 ,$42 
505,1/3/2012,South,Small Territory,Caffe Mocha,Beans,Espresso,New Mexico,Regular,$30 ,$60 ,$10 ,$90 ,$44 ,251,$63 ,$40 ,($7),$107 ,$70 
918,1/3/2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,$10 ,$30 ,$30 ,$40 ,$21 ,449,$32 ,$5 ,$15 ,$53 ,$17 
503,1/3/2012,West,Small Territory,Amaretto,Beans,Coffee,Oregon,Regular,$60 ,$90 ,$30 ,$150 ,$52 ,421,$73 ,$47 ,($3),$125 ,$76 
435,1/3/2012,West,Small Territory,Amaretto,Beans,Coffee,Utah,Regular,$90 ,$110 ,$70 ,$200 ,$74 ,949,$89 ,$22 ,$45 ,$163 ,$44 
702,1/3/2012,West,Small Territory,Colombian,Beans,Coffee,Nevada,Regular,$40 ,$50 ,$10 ,$90 ,$33 ,190,$42 ,$12 ,($4),$75 ,$46 
503,1/3/2012,West,Small Territory,Colombian,Beans,Coffee,Oregon,Regular,$70 ,$110 ,$60 ,$180 ,$62 ,385,$87 ,$20 ,$24 ,$149 ,$63 
801,1/3/2012,West,Small Territory,Colombian,Beans,Coffee,Utah,Regular,$60 ,$90 ,$60 ,$150 ,$53 ,299,$71 ,$17 ,$26 ,$124 ,$45 
206,1/3/2012,West,Small Territory,Colombian,Beans,Coffee,Washington,Regular,$70 ,$110 ,$80 ,$180 ,$61 ,325,$89 ,$19 ,$48 ,$150 ,$41 
775,1/3/2012,West,Small Territory,Caffe Latte,Beans,Espresso,Nevada,Regular,$0 ,$40 ,$30 ,$40 ,$0 ,731,$43 ,$0 ,$31 ,$43 ,$12 
541,1/3/2012,West,Small Territory,Caffe Latte,Beans,Espresso,Oregon,Regular,$50 ,$70 ,$20 ,$120 ,$58 ,325,$71 ,$22 ,$15 ,$129 ,$56 
435,1/3/2012,West,Small Territory,Caffe Latte,Beans,Espresso,Utah,Regular,$40 ,$70 ,$50 ,$110 ,$48 ,766,$70 ,$13 ,$45 ,$118 ,$25 
253,1/3/2012,West,Small Territory,Caffe Latte,Beans,Espresso,Washington,Regular,$40 ,$60 ,$40 ,$100 ,$49 ,611,$63 ,$16 ,$35 ,$112 ,$28 
775,1/3/2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Nevada,Regular,$10 ,$30 ,$20 ,$40 ,$18 ,816,$27 ,$5 ,$10 ,$45 ,$17 
971,1/3/2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Oregon,Regular,$50 ,$70 ,$40 ,$120 ,$57 ,323,$77 ,$18 ,$32 ,$134 ,$45 
801,1/3/2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Utah,Regular,$40 ,$60 ,$40 ,$100 ,$48 ,611,$62 ,$15 ,$34 ,$110 ,$28 
253,1/3/2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Washington,Regular,$50 ,$60 ,$20 ,$110 ,$54 ,301,$66 ,$20 ,$12 ,$120 ,$54 
641,1/3/2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,$200 ,$290 ,$210 ,$490 ,$243 ,"1,260",$324 ,$80 ,$212 ,$567 ,$112 
816,1/3/2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,$30 ,$60 ,$10 ,$90 ,$44 ,251,$63 ,$40 ,($6),$107 ,$69 
262,1/3/2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,$50 ,$90 ,$70 ,$140 ,$62 ,346,$105 ,$19 ,$63 ,$167 ,$42 
319,1/3/2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Iowa,Decaf,$90 ,$140 ,$110 ,$230 ,$109 ,585,$158 ,$34 ,$102 ,$267 ,$56 
636,1/3/2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Missouri,Decaf,$70 ,$20 ,($10),$90 ,$88 ,715,$18 ,$27 ,($32),$106 ,$50 
715,1/3/2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,$40 ,$60 ,$50 ,$100 ,$49 ,767,$72 ,$13 ,$47 ,$121 ,$25 
203,1/3/2012,East,Small Territory,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,$60 ,$80 ,$40 ,$140 ,$85 ,476,$104 ,$32 ,$39 ,$189 ,$65 
603,1/3/2012,East,Small Territory,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,$20 ,$30 ,$0 ,$50 ,$33 ,190,$42 ,$12 ,($3),$75 ,$45 
203,1/3/2012,East,Small Territory,Mint,Leaves,Herbal Tea,Connecticut,Decaf,$50 ,$70 ,$50 ,$120 ,$74 ,949,$89 ,$22 ,$46 ,$163 ,$43 
337,1/3/2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,$40 ,$60 ,$40 ,$100 ,$48 ,611,$62 ,$15 ,$34 ,$110 ,$28 
505,1/3/2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,$10 ,$30 ,$20 ,$40 ,$18 ,816,$27 ,$5 ,$10 ,$45 ,$17 
580,1/3/2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,$50 ,$60 ,$20 ,$110 ,$54 ,301,$66 ,$20 ,$13 ,$120 ,$53 
318,1/3/2012,South,Small Territory,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,$80 ,$100 ,$40 ,$180 ,$85 ,476,$104 ,$32 ,$39 ,$189 ,$65 
505,1/3/2012,South,Small Territory,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,$20 ,$40 ,$20 ,$60 ,$28 ,958,$35 ,$8 ,$5 ,$63 ,$30 
405,1/3/2012,South,Small Territory,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,$90 ,$130 ,$30 ,$220 ,$95 ,532,$132 ,$86 ,$17 ,$227 ,$115 
775,1/3/2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,$100 ,$160 ,$50 ,$260 ,$125 ,700,$173 ,$113 ,$27 ,$298 ,$146 
541,1/3/2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,$30 ,$50 ,$50 ,$80 ,$37 ,768,$55 ,$10 ,$33 ,$92 ,$22 
435,1/3/2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Utah,Decaf,$30 ,$60 ,$40 ,$90 ,$43 ,231,$64 ,$13 ,$28 ,$107 ,$36 
206,1/3/2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Washington,Decaf,$100 ,$170 ,$120 ,$270 ,$123 ,932,$186 ,$40 ,$115 ,$309 ,$71 
702,1/3/2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Nevada,Decaf,$130 ,$190 ,$120 ,$320 ,$154 ,829,$213 ,$50 ,$119 ,$367 ,$94 
971,1/3/2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Oregon,Decaf,$30 ,$50 ,$30 ,$80 ,$43 ,613,$55 ,$14 ,$29 ,$98 ,$26 
435,1/3/2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Utah,Decaf,$40 ,$60 ,$30 ,$100 ,$47 ,361,$72 ,$15 ,$26 ,$119 ,$46 
360,1/3/2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Washington,Decaf,$20 ,$50 ,$50 ,$70 ,$33 ,768,$49 ,$9 ,$29 ,$82 ,$20 
702,1/3/2012,West,Small Territory,Mint,Leaves,Herbal Tea,Nevada,Decaf,$90 ,$140 ,$110 ,$230 ,$109 ,585,$158 ,$34 ,$102 ,$267 ,$56 
801,1/3/2012,West,Small Territory,Mint,Leaves,Herbal Tea,Utah,Decaf,$70 ,$20 ,($20),$90 ,$88 ,715,$18 ,$27 ,($32),$106 ,$50 
515,1/3/2012,Central,Small Territory,Darjeeling,Leaves,Tea,Iowa,Regular,$200 ,$220 ,$140 ,$420 ,$239 ,"1,417",$239 ,$66 ,$148 ,$478 ,$91 
417,1/3/2012,Central,Small Territory,Darjeeling,Leaves,Tea,Missouri,Regular,$30 ,$40 ,$10 ,$70 ,$36 ,187,$49 ,$11 ,$11 ,$85 ,$38 
414,1/3/2012,Central,Small Territory,Darjeeling,Leaves,Tea,Wisconsin,Regular,$40 ,$70 ,$40 ,$110 ,$52 ,376,$77 ,$16 ,$38 ,$129 ,$39 
515,1/3/2012,Central,Small Territory,Earl Grey,Leaves,Tea,Iowa,Regular,$210 ,$270 ,$160 ,$480 ,$245 ,"1,369",$301 ,$93 ,$175 ,$546 ,$126 
417,1/3/2012,Central,Small Territory,Earl Grey,Leaves,Tea,Missouri,Regular,$20 ,$40 ,$0 ,$60 ,$33 ,162,$42 ,$12 ,($3),$75 ,$45 
920,1/3/2012,Central,Small Territory,Earl Grey,Leaves,Tea,Wisconsin,Regular,$50 ,$80 ,$10 ,$130 ,$63 ,506,$87 ,$57 ,$1 ,$150 ,$86 
573,1/3/2012,Central,Small Territory,Green Tea,Leaves,Tea,Missouri,Regular,$20 ,$40 ,$0 ,$60 ,$33 ,190,$42 ,$12 ,($4),$75 ,$46 
959,1/3/2012,East,Small Territory,Darjeeling,Leaves,Tea,Connecticut,Regular,$50 ,$80 ,$60 ,$130 ,$49 ,809,$72 ,$13 ,$47 ,$121 ,$25 
603,1/3/2012,East,Small Territory,Darjeeling,Leaves,Tea,New Hampshire,Regular,$10 ,$30 ,$20 ,$40 ,$18 ,816,$27 ,$5 ,$11 ,$45 ,$16 
860,1/3/2012,East,Small Territory,Green Tea,Leaves,Tea,Connecticut,Regular,$20 ,$40 ,$30 ,$60 ,$25 ,769,$37 ,$7 ,$18 ,$62 ,$19 
603,1/3/2012,East,Small Territory,Green Tea,Leaves,Tea,New Hampshire,Regular,$0 ,$40 ,$30 ,$40 ,$0 ,731,$43 ,$0 ,$32 ,$43 ,$11 
702,1/3/2012,West,Small Territory,Darjeeling,Leaves,Tea,Nevada,Regular,$160 ,$220 ,$150 ,$380 ,$243 ,"1,260",$324 ,$80 ,$212 ,$567 ,$112 
971,1/3/2012,West,Small Territory,Darjeeling,Leaves,Tea,Oregon,Regular,$10 ,$20 ,$20 ,$30 ,$21 ,449,$32 ,$5 ,$16 ,$53 ,$16 
801,1/3/2012,West,Small Territory,Darjeeling,Leaves,Tea,Utah,Regular,$20 ,$50 ,$10 ,$70 ,$44 ,251,$63 ,$40 ,($7),$107 ,$70 
206,1/3/2012,West,Small Territory,Darjeeling,Leaves,Tea,Washington,Regular,$40 ,$70 ,$40 ,$110 ,$62 ,346,$105 ,$19 ,$62 ,$167 ,$43 
702,1/3/2012,West,Small Territory,Earl Grey,Leaves,Tea,Nevada,Regular,$150 ,$170 ,$110 ,$320 ,$239 ,"1,417",$239 ,$66 ,$148 ,$478 ,$91 
503,1/3/2012,West,Small Territory,Earl Grey,Leaves,Tea,Oregon,Regular,$50 ,$90 ,$60 ,$140 ,$84 ,632,$126 ,$27 ,$68 ,$210 ,$58 
435,1/3/2012,West,Small Territory,Earl Grey,Leaves,Tea,Utah,Regular,$20 ,$30 ,$10 ,$50 ,$36 ,187,$49 ,$11 ,$10 ,$85 ,$39 
253,1/3/2012,West,Small Territory,Earl Grey,Leaves,Tea,Washington,Regular,$30 ,$50 ,$30 ,$80 ,$52 ,376,$77 ,$16 ,$38 ,$129 ,$39 
775,1/3/2012,West,Small Territory,Green Tea,Leaves,Tea,Nevada,Regular,$160 ,($160),($240),$0 ,$245 ,"2,449",($245),$93 ,($340),$32 ,$127 
541,1/3/2012,West,Small Territory,Green Tea,Leaves,Tea,Oregon,Regular,$50 ,$90 ,$60 ,$140 ,$89 ,481,$125 ,$27 ,$74 ,$214 ,$51 
435,1/3/2012,West,Small Territory,Green Tea,Leaves,Tea,Utah,Regular,$20 ,$30 ,$10 ,$50 ,$33 ,162,$42 ,$12 ,($4),$75 ,$46 
206,1/3/2012,West,Small Territory,Green Tea,Leaves,Tea,Washington,Regular,$40 ,$60 ,$10 ,$100 ,$63 ,506,$87 ,$57 ,$0 ,$150 ,$87 
303,1/4/2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,$100 ,$150 ,$120 ,$250 ,$100 ,822,$145 ,$28 ,$105 ,$245 ,$40 
309,1/4/2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,$130 ,$180 ,$130 ,$310 ,$123 ,611,$178 ,$39 ,$116 ,$301 ,$62 
513,1/4/2012,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,$50 ,$80 ,$20 ,$130 ,$52 ,433,$73 ,$47 ,($3),$125 ,$76 
719,1/4/2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Colorado,Decaf,$70 ,$130 ,$80 ,$200 ,$68 ,559,$102 ,$22 ,$48 ,$170 ,$54 
217,1/4/2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Illinois,Decaf,$270 ,$290 ,$200 ,$560 ,$239 ,"1,464",$239 ,$66 ,$149 ,$478 ,$90 
419,1/4/2012,Central,Major Territory,Decaf Espresso,Beans,Espresso,Ohio,Decaf,$60 ,$80 ,$30 ,$140 ,$54 ,337,$67 ,$20 ,$13 ,$121 ,$54 
561,1/4/2012,East,Major Territory,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,$100 ,$150 ,$100 ,$250 ,$112 ,502,$155 ,$34 ,$98 ,$267 ,$57 
904,1/4/2012,East,Major Territory,Decaf Espresso,Beans,Espresso,Florida,Decaf,$70 ,$120 ,$80 ,$190 ,$83 ,433,$112 ,$27 ,$58 ,$195 ,$54 
903,1/4/2012,South,Major Territory,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,$90 ,$130 ,$100 ,$220 ,$78 ,593,$100 ,$25 ,$63 ,$178 ,$37 
956,1/4/2012,South,Major Territory,Decaf Espresso,Beans,Espresso,Texas,Decaf,$60 ,$110 ,$90 ,$170 ,$81 ,460,$117 ,$22 ,$84 ,$198 ,$33 
916,1/4/2012,West,Major Territory,Decaf Irish Cream,Beans,Coffee,California,Decaf,$240 ,($50),($150),$190 ,$191 ,"1,564",($32),$63 ,($141),$159 ,$109 
831,1/4/2012,West,Major Territory,Decaf Espresso,Beans,Espresso,California,Decaf,$240 ,$320 ,$220 ,$560 ,$252 ,"1,316",$335 ,$83 ,$220 ,$587 ,$115 
720,1/4/2012,Central,Major Territory,Amaretto,Beans,Coffee,Colorado,Regular,$90 ,$140 ,$110 ,$230 ,$91 ,777,$132 ,$25 ,$96 ,$223 ,$36 
740,1/4/2012,Central,Major Territory,Amaretto,Beans,Coffee,Ohio,Regular,$50 ,$80 ,$50 ,$130 ,$55 ,336,$74 ,$18 ,$28 ,$129 ,$46 
970,1/4/2012,Central,Major Territory,Colombian,Beans,Coffee,Colorado,Regular,$80 ,$100 ,$70 ,$180 ,$78 ,593,$100 ,$25 ,$63 ,$178 ,$37 
217,1/4/2012,Central,Major Territory,Colombian,Beans,Coffee,Illinois,Regular,$200 ,$270 ,$170 ,$470 ,$191 ,865,$265 ,$63 ,$156 ,$456 ,$109 
513,1/4/2012,Central,Major Territory,Colombian,Beans,Coffee,Ohio,Regular,$40 ,$70 ,$40 ,$110 ,$43 ,363,$64 ,$13 ,$27 ,$107 ,$37 
720,1/4/2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Colorado,Regular,$90 ,$140 ,$110 ,$230 ,$81 ,460,$117 ,$22 ,$84 ,$198 ,$33 
217,1/4/2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Illinois,Regular,$290 ,$400 ,$280 ,$690 ,$252 ,"1,316",$335 ,$83 ,$220 ,$587 ,$115 
567,1/4/2012,Central,Major Territory,Caffe Mocha,Beans,Espresso,Ohio,Regular,$180 ,$200 ,$130 ,$380 ,$162 ,"1,091",$163 ,$45 ,$93 ,$325 ,$70 
305,1/4/2012,East,Major Territory,Colombian,Beans,Coffee,Florida,Regular,$80 ,$130 ,$90 ,$210 ,$88 ,653,$134 ,$29 ,$73 ,$222 ,$61 
774,1/4/2012,East,Major Territory,Colombian,Beans,Coffee,Massachusetts,Regular,$60 ,$430 ,$400 ,$490 ,$68 ,-348,$451 ,$22 ,$397 ,$519 ,$54 
631,1/4/2012,East,Major Territory,Colombian,Beans,Coffee,New York,Regular,$270 ,$400 ,$280 ,$670 ,$284 ,"2,108",$428 ,$99 ,$276 ,$712 ,$152 
786,1/4/2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Florida,Regular,$90 ,$130 ,$30 ,$220 ,$95 ,554,$132 ,$86 ,$17 ,$227 ,$115 
617,1/4/2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,$40 ,$70 ,$10 ,$110 ,$52 ,458,$65 ,$47 ,($12),$117 ,$77 
914,1/4/2012,East,Major Territory,Caffe Mocha,Beans,Espresso,New York,Regular,$120 ,($60),($190),$60 ,$125 ,"1,382",($59),$113 ,($205),$66 ,$146 
351,1/4/2012,East,Major Territory,Regular Espresso,Beans,Espresso,Massachusetts,Regular,$150 ,$160 ,$100 ,$310 ,$162 ,"1,091",$163 ,$45 ,$94 ,$325 ,$69 
516,1/4/2012,East,Major Territory,Regular Espresso,Beans,Espresso,New York,Regular,$220 ,$330 ,$250 ,$550 ,$239 ,"1,262",$325 ,$66 ,$235 ,$564 ,$90 
832,1/4/2012,South,Major Territory,Colombian,Beans,Coffee,Texas,Regular,$260 ,$310 ,$230 ,$570 ,$209 ,969,$247 ,$64 ,$161 ,$456 ,$86 
832,1/4/2012,South,Major Territory,Caffe Latte,Beans,Espresso,Texas,Regular,$50 ,$90 ,$50 ,$140 ,$68 ,9,$102 ,$22 ,$48 ,$170 ,$54 
325,1/4/2012,South,Major Territory,Caffe Mocha,Beans,Espresso,Texas,Regular,$70 ,$120 ,$100 ,$190 ,$91 ,777,$132 ,$25 ,$96 ,$223 ,$36 
818,1/4/2012,West,Major Territory,Amaretto,Beans,Coffee,California,Regular,$150 ,($20),($70),$130 ,$123 ,964,($13),$39 ,($76),$110 ,$63 
209,1/4/2012,West,Major Territory,Colombian,Beans,Coffee,California,Regular,$350 ,$540 ,$400 ,$890 ,$284 ,"2,108",$428 ,$99 ,$276 ,$712 ,$152 
925,1/4/2012,West,Major Territory,Caffe Latte,Beans,Espresso,California,Regular,$220 ,$230 ,$150 ,$450 ,$239 ,"1,464",$239 ,$66 ,$148 ,$478 ,$91 
805,1/4/2012,West,Major Territory,Caffe Mocha,Beans,Espresso,California,Regular,$120 ,$160 ,$30 ,$280 ,$125 ,729,$173 ,$113 ,$26 ,$298 ,$147 
303,1/4/2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,$130 ,$150 ,$100 ,$280 ,$162 ,"1,091",$163 ,$45 ,$94 ,$325 ,$69 
224,1/4/2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,$70 ,$120 ,$100 ,$190 ,$91 ,777,$132 ,$25 ,$95 ,$223 ,$37 
216,1/4/2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,$10 ,$30 ,$30 ,$40 ,$21 ,454,$32 ,$5 ,$16 ,$53 ,$16 
719,1/4/2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Colorado,Decaf,$40 ,$70 ,$20 ,$110 ,$52 ,433,$73 ,$47 ,($4),$125 ,$77 
224,1/4/2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Illinois,Decaf,$60 ,$90 ,$60 ,$150 ,$78 ,593,$100 ,$25 ,$62 ,$178 ,$38 
614,1/4/2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Ohio,Decaf,$20 ,$40 ,$40 ,$60 ,$30 ,820,$45 ,$8 ,$26 ,$75 ,$19 
719,1/4/2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Colorado,Decaf,$40 ,$70 ,$40 ,$110 ,$55 ,336,$74 ,$18 ,$29 ,$129 ,$45 
618,1/4/2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Illinois,Decaf,$80 ,$130 ,$110 ,$210 ,$100 ,822,$145 ,$28 ,$106 ,$245 ,$39 
305,1/4/2012,East,Major Territory,Chamomile,Leaves,Herbal Tea,Florida,Decaf,$30 ,$50 ,$30 ,$80 ,$45 ,605,$58 ,$14 ,$31 ,$103 ,$27 
305,1/4/2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Florida,Decaf,$40 ,$50 ,$20 ,$90 ,$57 ,313,$70 ,$21 ,$15 ,$127 ,$55 
508,1/4/2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,$40 ,$50 ,$20 ,$90 ,$54 ,337,$67 ,$20 ,$13 ,$121 ,$54 
631,1/4/2012,East,Major Territory,Lemon,Leaves,Herbal Tea,New York,Decaf,$190 ,$300 ,$200 ,$490 ,$260 ,"1,558",$378 ,$98 ,$247 ,$638 ,$131 
754,1/4/2012,East,Major Territory,Mint,Leaves,Herbal Tea,Florida,Decaf,$50 ,$60 ,$40 ,$110 ,$69 ,965,$82 ,$21 ,$39 ,$151 ,$43 
718,1/4/2012,East,Major Territory,Mint,Leaves,Herbal Tea,New York,Decaf,$150 ,($10),($70),$140 ,$209 ,"1,811",($20),$64 ,($105),$189 ,$85 
817,1/4/2012,South,Major Territory,Chamomile,Leaves,Herbal Tea,Texas,Decaf,$50 ,$70 ,$40 ,$120 ,$55 ,336,$74 ,$18 ,$28 ,$129 ,$46 
325,1/4/2012,South,Major Territory,Lemon,Leaves,Herbal Tea,Texas,Decaf,$40 ,$60 ,$30 ,$100 ,$43 ,363,$64 ,$13 ,$27 ,$107 ,$37 
408,1/4/2012,West,Major Territory,Chamomile,Leaves,Herbal Tea,California,Decaf,$80 ,$130 ,$110 ,$210 ,$100 ,822,$145 ,$28 ,$106 ,$245 ,$39 
707,1/4/2012,West,Major Territory,Lemon,Leaves,Herbal Tea,California,Decaf,$170 ,$230 ,$170 ,$400 ,$209 ,969,$247 ,$64 ,$162 ,$456 ,$85 
805,1/4/2012,West,Major Territory,Mint,Leaves,Herbal Tea,California,Decaf,$60 ,$90 ,$60 ,$150 ,$78 ,593,$100 ,$25 ,$62 ,$178 ,$38 
303,1/4/2012,Central,Major Territory,Darjeeling,Leaves,Tea,Colorado,Regular,$40 ,$60 ,$20 ,$100 ,$54 ,337,$67 ,$20 ,$13 ,$121 ,$54 
815,1/4/2012,Central,Major Territory,Darjeeling,Leaves,Tea,Illinois,Regular,$60 ,$110 ,$80 ,$170 ,$81 ,460,$117 ,$22 ,$83 ,$198 ,$34 
740,1/4/2012,Central,Major Territory,Darjeeling,Leaves,Tea,Ohio,Regular,$70 ,$120 ,$70 ,$190 ,$88 ,653,$134 ,$29 ,$73 ,$222 ,$61 
719,1/4/2012,Central,Major Territory,Earl Grey,Leaves,Tea,Colorado,Regular,$50 ,$70 ,$40 ,$120 ,$63 ,965,$75 ,$19 ,$34 ,$138 ,$41 
630,1/4/2012,Central,Major Territory,Earl Grey,Leaves,Tea,Illinois,Regular,$50 ,$90 ,$40 ,$140 ,$68 ,559,$102 ,$22 ,$49 ,$170 ,$53 
937,1/4/2012,Central,Major Territory,Earl Grey,Leaves,Tea,Ohio,Regular,$90 ,$140 ,$90 ,$230 ,$112 ,502,$155 ,$34 ,$97 ,$267 ,$58 
303,1/4/2012,Central,Major Territory,Green Tea,Leaves,Tea,Colorado,Regular,$30 ,$60 ,$40 ,$90 ,$46 ,608,$60 ,$15 ,$32 ,$106 ,$28 
904,1/4/2012,East,Major Territory,Darjeeling,Leaves,Tea,Florida,Regular,$30 ,$60 ,$50 ,$90 ,$34 ,821,$51 ,$9 ,$30 ,$85 ,$21 
781,1/4/2012,East,Major Territory,Darjeeling,Leaves,Tea,Massachusetts,Regular,$30 ,$50 ,$40 ,$80 ,$30 ,820,$45 ,$8 ,$26 ,$75 ,$19 
585,1/4/2012,East,Major Territory,Darjeeling,Leaves,Tea,New York,Regular,$100 ,$160 ,$130 ,$260 ,$100 ,822,$145 ,$28 ,$105 ,$245 ,$40 
631,1/4/2012,East,Major Territory,Earl Grey,Leaves,Tea,New York,Regular,$90 ,$150 ,$120 ,$240 ,$91 ,777,$132 ,$25 ,$95 ,$223 ,$37 
754,1/4/2012,East,Major Territory,Green Tea,Leaves,Tea,Florida,Regular,$50 ,$80 ,$60 ,$130 ,$49 ,779,$72 ,$13 ,$47 ,$121 ,$25 
781,1/4/2012,East,Major Territory,Green Tea,Leaves,Tea,Massachusetts,Regular,$20 ,$30 ,$20 ,$50 ,$21 ,454,$32 ,$5 ,$16 ,$53 ,$16 
212,1/4/2012,East,Major Territory,Green Tea,Leaves,Tea,New York,Regular,$80 ,$130 ,$100 ,$210 ,$81 ,460,$117 ,$22 ,$83 ,$198 ,$34 
805,1/4/2012,West,Major Territory,Darjeeling,Leaves,Tea,California,Regular,$60 ,$90 ,$80 ,$150 ,$91 ,777,$132 ,$25 ,$96 ,$223 ,$36 
530,1/4/2012,West,Major Territory,Earl Grey,Leaves,Tea,California,Regular,$50 ,$80 ,$70 ,$130 ,$81 ,460,$117 ,$22 ,$83 ,$198 ,$34 
415,1/4/2012,West,Major Territory,Green Tea,Leaves,Tea,California,Regular,$40 ,$70 ,$40 ,$110 ,$68 ,559,$102 ,$22 ,$48 ,$170 ,$54 
319,1/4/2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,$20 ,$30 ,$20 ,$50 ,$21 ,614,$28 ,$6 ,$9 ,$49 ,$19 
